id,cond,trial#,realPattern,userAnswer,correct,c1,c2,c3,playstamp,playendstamp,enterstamp,reactionTime
p12,C(Baseline2),1,123,324,0,0,1,0,2608,4111,6263,2152
p12,C(Baseline2),2,213,234,0,1,0,0,7097,8605,11090,2485
p12,C(Baseline2),3,241,231,0,1,0,1,11842,13353,16437,3084
p12,C(Baseline2),4,432,424,0,1,0,0,17254,18757,21356,2599
p12,C(Baseline2),5,143,243,0,0,1,1,22194,23697,26008,2311
p12,C(Baseline2),6,212,234,0,1,0,0,26789,28292,31856,3564
p12,C(Baseline2),7,324,424,0,0,1,1,32631,34135,36487,2352
p12,C(Baseline2),8,423,424,0,1,1,0,37252,38755,40710,1955
p12,C(Baseline2),9,134,142,0,1,0,0,41454,42957,45324,2367
p12,C(Baseline2),10,213,234,0,1,0,0,46062,47565,50009,2444
p12,C(Baseline2),11,123,343,0,0,0,1,50765,52268,54325,2057
p12,C(Baseline2),12,421,423,0,1,1,0,55222,56725,58834,2109
p12,C(Baseline2),13,424,424,1,1,1,1,59526,61029,62854,1825
p12,C(Baseline2),14,323,313,0,1,0,1,63537,65040,67186,2146
p12,C(Baseline2),15,321,313,0,1,0,0,67861,69364,70916,1552
p12,C(Baseline2),16,243,134,0,0,0,0,71598,73101,75084,1983
p12,C(Baseline2),17,234,134,0,0,1,1,75733,77236,79153,1917
p12,C(Baseline2),18,234,134,0,0,1,1,79826,81330,83152,1822
p12,C(Baseline2),19,424,424,1,1,1,1,83860,85364,87333,1969
p12,C(Baseline2),20,413,414,0,1,1,0,88024,89527,91822,2295
p12,C(Baseline2),21,213,134,0,0,0,0,123364,124873,127159,2286
p12,C(Baseline2),22,142,142,1,1,1,1,127856,129360,131792,2432
p12,C(Baseline2),23,242,241,0,1,1,0,132410,133915,136070,2155
p12,C(Baseline2),24,314,314,1,1,1,1,136748,138251,140376,2125
p12,C(Baseline2),25,132,132,1,1,1,1,141050,142553,144769,2216
p12,C(Baseline2),26,323,424,0,0,1,0,145472,146976,149524,2548
p12,C(Baseline2),27,214,214,1,1,1,1,150235,151738,154927,3189
p12,C(Baseline2),28,121,141,0,1,0,1,155667,157170,159995,2825
p12,C(Baseline2),29,132,142,0,1,0,1,160691,162194,164784,2590
p12,C(Baseline2),30,341,421,0,0,0,1,165458,166961,169214,2253
p12,C(Baseline2),31,234,234,1,1,1,1,169925,171428,173940,2512
p12,C(Baseline2),32,423,424,0,1,1,0,174605,176109,178366,2257
p12,C(Baseline2),33,434,434,1,1,1,1,179080,180584,182913,2329
p12,C(Baseline2),34,232,432,0,0,1,1,183583,185087,187449,2362
p12,C(Baseline2),35,232,234,0,1,1,0,188374,189877,191844,1967
p12,C(Baseline2),36,231,234,0,1,1,0,192539,194042,196124,2082
p12,C(Baseline2),37,413,214,0,0,1,0,196779,198283,200052,1769
p12,C(Baseline2),38,412,214,0,0,1,0,200748,202251,203945,1694
p12,C(Baseline2),39,323,313,0,1,0,1,204573,206076,208229,2153
p12,C(Baseline2),40,434,314,0,0,0,1,208878,210382,212512,2130
p12,C(Baseline2),41,232,131,0,0,1,0,243468,244974,246906,1932
p12,C(Baseline2),42,212,132,0,0,0,1,247568,249071,252471,3400
p12,C(Baseline2),43,414,212,0,0,1,0,253356,254862,256956,2094
p12,C(Baseline2),44,242,242,1,1,1,1,257652,259156,261083,1927
p12,C(Baseline2),45,342,324,0,1,0,0,261797,263300,265504,2204
p12,C(Baseline2),46,312,412,0,0,1,1,266183,267686,270031,2345
p12,C(Baseline2),47,124,124,1,1,1,1,270742,272245,274546,2301
p12,C(Baseline2),48,342,321,0,1,0,0,275227,276729,278818,2089
p12,C(Baseline2),49,412,412,1,1,1,1,279459,280962,283254,2292
p12,C(Baseline2),50,142,142,1,1,1,1,283935,285439,287306,1867
p12,C(Baseline2),51,141,142,0,1,1,0,287966,289469,292133,2664
p12,C(Baseline2),52,242,132,0,0,0,1,292779,294282,296848,2566
p12,C(Baseline2),53,131,142,0,1,0,0,297590,299092,302230,3138
p12,C(Baseline2),54,413,412,0,1,1,0,302965,304468,306544,2076
p12,C(Baseline2),55,241,241,1,1,1,1,307187,308690,310338,1648
p12,C(Baseline2),56,431,241,0,0,0,1,311080,312584,316360,3776
p12,C(Baseline2),57,343,323,0,1,0,1,317037,318540,321297,2757
p12,C(Baseline2),58,314,312,0,1,1,0,321995,323498,325618,2120
p12,C(Baseline2),59,241,241,1,1,1,1,326315,327818,329847,2029
p12,C(Baseline2),60,313,313,1,1,1,1,330527,332031,334130,2099
p12,C(Baseline2),61,131,131,1,1,1,1,365012,366520,368567,2047
p12,C(Baseline2),62,124,123,0,1,1,0,369202,370709,372435,1726
p12,C(Baseline2),63,312,412,0,0,1,1,373099,374602,376687,2085
p12,C(Baseline2),64,231,241,0,1,0,1,377389,378892,380997,2105
p12,C(Baseline2),65,212,214,0,1,1,0,381663,383167,385942,2775
p12,C(Baseline2),66,243,231,0,1,0,0,386755,388259,390205,1946
p12,C(Baseline2),67,431,231,0,0,1,1,390872,392376,394217,1841
p12,C(Baseline2),68,142,142,1,1,1,1,394908,396412,398762,2350
p12,C(Baseline2),69,432,432,1,1,1,1,399402,400906,403199,2293
p12,C(Baseline2),70,434,432,0,1,1,0,403895,405399,407970,2571
p12,C(Baseline2),71,243,243,1,1,1,1,408650,410152,412080,1928
p12,C(Baseline2),72,123,123,1,1,1,1,412744,414247,416624,2377
p12,C(Baseline2),73,432,241,0,0,0,0,417304,418807,421128,2321
p12,C(Baseline2),74,341,321,0,1,0,1,422425,423928,426115,2187
p12,C(Baseline2),75,214,234,0,1,0,1,426857,428360,430457,2097
p12,C(Baseline2),76,313,313,1,1,1,1,431145,432648,434892,2244
p12,C(Baseline2),77,431,431,1,1,1,1,435590,437093,439908,2815
p12,C(Baseline2),78,121,121,1,1,1,1,440581,442084,444122,2038
p12,C(Baseline2),79,141,212,0,0,0,0,444804,446307,449029,2722
p12,C(Baseline2),80,121,121,1,1,1,1,449714,451218,453392,2174
p12,C(Baseline2),81,423,413,0,1,0,1,486623,488129,490460,2331
p12,C(Baseline2),82,343,324,0,1,0,0,491079,492584,494838,2254
p12,C(Baseline2),83,231,131,0,0,1,1,495524,497027,499179,2152
p12,C(Baseline2),84,343,313,0,1,0,1,499848,501351,502847,1496
p12,C(Baseline2),85,143,143,1,1,1,1,503490,504993,507692,2699
p12,C(Baseline2),86,214,124,0,0,0,1,508346,509850,513375,3525
p12,C(Baseline2),87,312,312,1,1,1,1,514029,515532,518310,2778
p12,C(Baseline2),88,313,313,1,1,1,1,518982,520485,522215,1730
p12,C(Baseline2),89,124,123,0,1,1,0,522888,524391,526982,2591
p12,C(Baseline2),90,341,312,0,1,0,0,527731,529234,531251,2017
p12,C(Baseline2),91,314,312,0,1,1,0,531914,533417,535719,2302
p12,C(Baseline2),92,324,324,1,1,1,1,536371,537874,540179,2305
p12,C(Baseline2),93,342,321,0,1,0,0,540835,542338,544806,2468
p12,C(Baseline2),94,424,214,0,0,0,1,545448,546952,550114,3162
p12,C(Baseline2),95,414,214,0,0,1,1,550814,552317,554347,2030
p12,C(Baseline2),96,321,321,1,1,1,1,554982,556485,558519,2034
p12,C(Baseline2),97,134,132,0,1,1,0,559169,560672,562698,2026
p12,C(Baseline2),98,324,321,0,1,1,0,563331,564835,567395,2560
p12,C(Baseline2),99,131,341,0,0,0,1,568135,569638,571617,1979
p12,C(Baseline2),100,132,312,0,0,0,1,572375,573878,576216,2338
p12,C(Baseline2),101,414,142,0,0,0,0,607079,608590,612930,4340
p12,C(Baseline2),102,321,313,0,1,0,0,613651,615157,616780,1623
p12,C(Baseline2),103,421,421,1,1,1,1,617523,619026,621581,2555
p12,C(Baseline2),104,421,421,1,1,1,1,622266,623770,625871,2101
p12,C(Baseline2),105,134,414,0,0,0,1,626619,628123,630583,2460
p12,C(Baseline2),106,141,242,0,0,1,0,631309,632813,635082,2269
p12,C(Baseline2),107,143,243,0,0,1,1,635745,637248,639220,1972
p12,C(Baseline2),108,412,212,0,0,1,1,639983,641486,644890,3404
